celex,readable_name,cluster_id,cluster_name,method
32006L0021,Mining Waste Directive [Directive 2006/21/EC],12,"Environment, Energy & Climate",keyword
32006L0024,Data Retention Directive [Directive 2006/24/EC] [no longer in force],0,Data Protection & Privacy,keyword
32006L0025,Artificial Optical Radiation Directive [Directive 2006/25/EC],13,"Health, Medicines & Life Sciences",keyword
32006L0042,Machinery Directive 2006/42/EC [Directive 2006/42/EC] [repealed by Machinery Regulation (EU) 2023/1230],7,Consumer Rights & Internal Market,keyword
32006L0043,Statutory Audit Directive [Directive 2006/43/EC],5,"Financial Markets, Investment & Capital",hand
32006L0046,Directive 2006/46/EC,5,"Financial Markets, Investment & Capital",keyword
32006L0048,Capital Requirements Directive [Directive 2006/48/EC],6,"Banking, Payments, Insurance & AML",keyword
32006L0049,Capital Adequacy Directive [Directive 2006/49/EC],5,"Financial Markets, Investment & Capital",keyword
32006L0054,Gender Equal Treatment in Employment Directive [Directive 2006/54/EC],7,Consumer Rights & Internal Market,keyword
32006L0073,Directive 2006/73/EC,5,"Financial Markets, Investment & Capital",keyword
32006L0086,Directive 2006/86/EC,13,"Health, Medicines & Life Sciences",keyword
32006L0096,Directive 2006/96/EC,15,EU Institutional Framework & Funding,hand
32006L0097,Directive 2006/97/EC,12,"Environment, Energy & Climate",keyword
32006L0100,Directive 2006/100/EC,7,Consumer Rights & Internal Market,keyword
32006L0103,Directive 2006/103/EC,11,Transport & Mobility,keyword
32006L0104,Directive 2006/104/EC,13,"Health, Medicines & Life Sciences",keyword
32006L0105,Directive 2006/105/EC,12,"Environment, Energy & Climate",keyword
32006L0107,Directive 2006/107/EC,13,"Health, Medicines & Life Sciences",keyword
32006L0112,VAT Directive [Council Directive 2006/112/EC],6,"Banking, Payments, Insurance & AML",keyword
32006L0115,Rental and Lending Rights Directive [Directive 2006/115/EC],3,"Digital Content, Media & Copyright",keyword
32006L0116,Copyright Term Directive [Directive 2006/116/EC],3,"Digital Content, Media & Copyright",keyword
32006L0123,Services Directive [Directive 2006/123/EC],7,Consumer Rights & Internal Market,hand
32006L0126,Driving Licences Directive [Directive 2006/126/EC],11,Transport & Mobility,keyword
32006R0051,Regulation (EC) No 51/2006,14,"Agriculture, Fisheries & Rural Development",keyword
32006R0166,European Pollutant Release and Transfer Register Regulation [Regulation (EC) No 166/2006],12,"Environment, Energy & Climate",keyword
32006R0305,Regulation (EC) No 305/2006,9,Criminal Justice & Fundamental Rights,keyword
32006R0320,Regulation (EC) No 320/2006,14,"Agriculture, Fisheries & Rural Development",keyword
32006R0474,Regulation (EC) No 474/2006,11,Transport & Mobility,keyword
32006R0561,Driving Hours Regulation [Regulation (EC) No 561/2006],11,Transport & Mobility,keyword
32006R0562,Schengen Borders Code [Regulation (EC) No 562/2006],10,"Migration, Asylum & Border Management",keyword
32006R0629,Regulation (EC) No 629/2006,7,Consumer Rights & Internal Market,keyword
32006R0805,Regulation (EC) No 805/2006,14,"Agriculture, Fisheries & Rural Development",keyword
32006R0816,Compulsory Licensing for Export Regulation [Regulation (EC) No 816/2006],8,Intellectual Property,hand
32006R0842,F-Gas Regulation [Regulation (EC) No 842/2006],12,"Environment, Energy & Climate",keyword
32006R1013,Waste Shipment Regulation [Regulation (EC) No 1013/2006],12,"Environment, Energy & Climate",keyword
32006R1080,European Regional Development Fund Regulation [Regulation (EC) No 1080/2006],15,EU Institutional Framework & Funding,keyword
32006R1107,Air Passenger Rights for Disabled Persons Regulation [Regulation (EC) No 1107/2006],11,Transport & Mobility,hand
32006R1184,Regulation (EC) No 1184/2006,7,Consumer Rights & Internal Market,keyword
32006R1198,European Fisheries Fund Regulation [Regulation (EC) No 1198/2006],14,"Agriculture, Fisheries & Rural Development",keyword
32006R1367,Aarhus Regulation [Regulation (EC) No 1367/2006],12,"Environment, Energy & Climate",keyword
32006R1717,Instrument for Stability Regulation [Regulation (EC) No 1717/2006],15,EU Institutional Framework & Funding,keyword
32006R1791,Regulation (EC) No 1791/2006,7,Consumer Rights & Internal Market,keyword
32006R1896,European Order for Payment Regulation [Regulation (EC) No 1896/2006],7,Consumer Rights & Internal Market,keyword
32006R1901,Paediatric Regulation [Regulation (EC) No 1901/2006],13,"Health, Medicines & Life Sciences",keyword
32006R1905,Development Cooperation Instrument Regulation [Regulation (EC) No 1905/2006],15,EU Institutional Framework & Funding,keyword
32006R1907,REACH Regulation [Regulation (EC) No 1907/2006],7,Consumer Rights & Internal Market,keyword
32006R1920,EMCDDA Regulation [Regulation (EC) No 1920/2006],13,"Health, Medicines & Life Sciences",keyword
32006R1921,Regulation (EC) No 1921/2006,14,"Agriculture, Fisheries & Rural Development",keyword
32006R1922,European Institute for Gender Equality Regulation [Regulation (EC) No 1922/2006],15,EU Institutional Framework & Funding,hand
32006R1967,Mediterranean Fisheries Regulation [Regulation (EC) No 1967/2006],14,"Agriculture, Fisheries & Rural Development",keyword
32006R1986,Regulation (EC) No 1986/2006,10,"Migration, Asylum & Border Management",keyword
32006R1987,SIS II Regulation [Regulation (EC) No 1987/2006],10,"Migration, Asylum & Border Management",keyword
32006R2038,Regulation (EC) No 1891/2006,11,Transport & Mobility,keyword
32007L0002,INSPIRE Directive [Directive 2007/2/EC],15,EU Institutional Framework & Funding,hand
32007L0014,Directive 2007/14/EC,5,"Financial Markets, Investment & Capital",keyword
32007L0036,Shareholders Rights Directive [Directive 2007/36/EC],5,"Financial Markets, Investment & Capital",keyword
32007L0046,Motor Vehicles Type-Approval Framework Directive [Directive 2007/46/EC],11,Transport & Mobility,keyword
32007L0059,Train Drivers Directive [Directive 2007/59/EC],11,Transport & Mobility,hand
32007L0060,Floods Directive [Directive 2007/60/EC],12,"Environment, Energy & Climate",keyword
32007L0064,PSD1 - First Payment Services Directive [Directive 2007/64/EC] [repealed by PSD2],6,"Banking, Payments, Insurance & AML",keyword
32007L0066,Directive 2007/66/EC,7,Consumer Rights & Internal Market,keyword
32007R0041,Regulation (EC) No 41/2006,14,"Agriculture, Fisheries & Rural Development",keyword
32007R0168,Fundamental Rights Agency Regulation [Regulation (EC) No 168/2007],9,Criminal Justice & Fundamental Rights,keyword
32007R0378,Regulation (EC) No 378/2007,14,"Agriculture, Fisheries & Rural Development",keyword
32007R0520,Regulation (EC) No 520/2007,14,"Agriculture, Fisheries & Rural Development",keyword
32007R0631,Regulation (EC) No 631/2007,15,EU Institutional Framework & Funding,keyword
32007R0658,Regulation (EC) No 658/2007,13,"Health, Medicines & Life Sciences",keyword
32007R0715,Euro 5 and Euro 6 Regulation [Regulation (EC) No 715/2007],11,Transport & Mobility,keyword
32007R0717,Roaming Regulation [Regulation (EC) No 717/2007],2,Platform Regulation & Digital Markets,keyword
32007R0718,Regulation (EC) No 718/2007,15,EU Institutional Framework & Funding,keyword
32007R0861,European Small Claims Procedure Regulation [Regulation (EC) No 861/2007],7,Consumer Rights & Internal Market,hand
32007R0862,Regulation (EC) No 862/2007,10,"Migration, Asylum & Border Management",keyword
32007R0863,Rapid Border Intervention Teams Regulation [Regulation (EC) No 863/2007],10,"Migration, Asylum & Border Management",keyword
32007R0864,Rome II Regulation [Regulation (EC) No 864/2007],7,Consumer Rights & Internal Market,hand
32007R1234,Single CMO Regulation [Regulation (EC) No 1234/2007],7,Consumer Rights & Internal Market,keyword
32007R1371,Rail Passengers Rights Regulation [Regulation (EC) No 1371/2007],11,Transport & Mobility,keyword
32007R1393,Service of Documents Regulation [Regulation (EC) No 1393/2007],7,Consumer Rights & Internal Market,hand
32007R1394,Advanced Therapy Medicinal Products Regulation [Regulation (EC) No 1394/2007],13,"Health, Medicines & Life Sciences",keyword
32007R1418,Regulation (EC) No 1418/2007,12,"Environment, Energy & Climate",keyword
32007R1430,Regulation (EC) No 1430/2007,7,Consumer Rights & Internal Market,keyword
32007R1437,Regulation (EC) No 1437/2007,14,"Agriculture, Fisheries & Rural Development",keyword
32007R1445,Regulation (EC) No 1445/2007,15,EU Institutional Framework & Funding,hand
32008D0615,Combating Terrorism Council Decision [Council Decision 2008/615/JHA],9,Criminal Justice & Fundamental Rights,hand
32008D0616,Council Decision 2008/616/JHA,9,Criminal Justice & Fundamental Rights,hand
32008D0633,Council Decision 2008/633/JHA,9,Criminal Justice & Fundamental Rights,hand
32008F0909,Council Framework Decision 2008/909/JHA,9,Criminal Justice & Fundamental Rights,hand
32008F0947,Council Framework Decision 2008/947/JHA,9,Criminal Justice & Fundamental Rights,hand
32008F0977,Council Framework Decision 2008/977/JHA [repealed by LED 2016/680],0,Data Protection & Privacy,hand
32008L0001,IPPC Directive [Directive 2008/1/EC],12,"Environment, Energy & Climate",keyword
32008L0006,Postal Services Internal Market Directive [Directive 2008/6/EC],2,Platform Regulation & Digital Markets,hand
32008L0022,Directive 2008/22/EC,5,"Financial Markets, Investment & Capital",keyword
32008L0030,Directive 2008/30/EC,5,"Financial Markets, Investment & Capital",keyword
32008L0048,Consumer Credit Directive [Directive 2008/48/EC],6,"Banking, Payments, Insurance & AML",hand
32008L0050,Ambient Air Quality Directive [Directive 2008/50/EC],12,"Environment, Energy & Climate",keyword
32008L0051,Directive 2008/51/EC,9,Criminal Justice & Fundamental Rights,keyword
32008L0052,Mediation Directive [Directive 2008/52/EC],10,"Migration, Asylum & Border Management",keyword
32008L0056,Marine Strategy Framework Directive [Directive 2008/56/EC],11,Transport & Mobility,keyword
32008L0073,Directive 2008/73/EC,13,"Health, Medicines & Life Sciences",keyword
32008L0094,Insolvency Protection Directive [Directive 2008/94/EC],6,"Banking, Payments, Insurance & AML",keyword
32008L0099,Environmental Crime Directive [Directive 2008/99/EC],9,Criminal Justice & Fundamental Rights,keyword
32008L0104,Temporary Agency Work Directive [Directive 2008/104/EC],7,Consumer Rights & Internal Market,keyword
32008L0115,Returns Directive [Directive 2008/115/EC],10,"Migration, Asylum & Border Management",keyword
32008L0119,Calves Directive [Council Directive 2008/119/EC],13,"Health, Medicines & Life Sciences",keyword
32008L0120,Directive 2008/120/EC,13,"Health, Medicines & Life Sciences",keyword
32008L0122,Timeshare Directive [Directive 2008/122/EC],7,Consumer Rights & Internal Market,hand
32008R0110,Spirit Drinks Regulation [Regulation (EC) No 110/2008],8,Intellectual Property,keyword
32008R0180,Regulation (EC) No 180/2008,13,"Health, Medicines & Life Sciences",keyword
32008R0213,Regulation (EC) No 213/2008,7,Consumer Rights & Internal Market,keyword
32008R0216,EASA Basic Regulation [Regulation (EC) No 216/2008],11,Transport & Mobility,keyword
32008R0259,Regulation (EC) No 259/2008,14,"Agriculture, Fisheries & Rural Development",keyword
32008R0294,European Institute of Innovation and Technology Regulation [Regulation (EC) No 294/2008],15,EU Institutional Framework & Funding,keyword
32008R0300,Aviation Security Regulation [Regulation (EC) No 300/2008],11,Transport & Mobility,keyword
32008R0331,Regulation (EC) No 331/2008,11,Transport & Mobility,keyword
32008R0361,Regulation (EC) No 361/2008,7,Consumer Rights & Internal Market,keyword
32008R0450,Modernised Customs Code [Regulation (EC) No 450/2008],15,EU Institutional Framework & Funding,keyword
32008R0451,Regulation (EC) No 451/2008,15,EU Institutional Framework & Funding,keyword
32008R0452,Regulation (EC) No 452/2008,15,EU Institutional Framework & Funding,hand
32008R0479,Regulation (EC) No 479/2008,14,"Agriculture, Fisheries & Rural Development",keyword
32008R0543,Regulation (EC) No 543/2008,14,"Agriculture, Fisheries & Rural Development",keyword
32008R0593,Rome I Regulation [Regulation (EC) No 593/2008],9,Criminal Justice & Fundamental Rights,keyword
32008R0737,Regulation (EC) No 737/2008,12,"Environment, Energy & Climate",keyword
32008R0740,Regulation (EC) No 740/2008,12,"Environment, Energy & Climate",keyword
32008R0755,Regulation (EC) No 755/2008,7,Consumer Rights & Internal Market,keyword
32008R0762,Regulation (EC) No 762/2008,14,"Agriculture, Fisheries & Rural Development",keyword
32008R0765,Accreditation and Market Surveillance Regulation [Regulation (EC) No 765/2008],7,Consumer Rights & Internal Market,hand
32008R0767,VIS Regulation [Regulation (EC) No 767/2008],10,"Migration, Asylum & Border Management",hand
32008R0889,Regulation (EC) No 889/2008,13,"Health, Medicines & Life Sciences",keyword
32008R1005,IUU Fishing Regulation [Regulation (EC) No 1005/2008],14,"Agriculture, Fisheries & Rural Development",keyword
32008R1008,Air Services Regulation [Regulation (EC) No 1008/2008],11,Transport & Mobility,keyword
32008R1103,Regulation (EC) No 1103/2008,15,EU Institutional Framework & Funding,keyword
32008R1137,Regulation (EC) No 1137/2008,15,EU Institutional Framework & Funding,keyword
32008R1190,Regulation (EC) No 1190/2008,15,EU Institutional Framework & Funding,keyword
32008R1205,Regulation (EC) No 1205/2008,15,EU Institutional Framework & Funding,keyword
32008R1272,CLP Regulation [Regulation (EC) No 1272/2008],7,Consumer Rights & Internal Market,keyword
32008R1333,Food Additives Regulation [Regulation (EC) No 1333/2008],7,Consumer Rights & Internal Market,keyword
32008R1334,Flavourings Regulation [Regulation (EC) No 1334/2008],7,Consumer Rights & Internal Market,keyword
32008R1338,Regulation (EC) No 1338/2008,13,"Health, Medicines & Life Sciences",keyword
32008R1339,European Training Foundation Regulation [Regulation (EC) No 1339/2008],15,EU Institutional Framework & Funding,hand
32009D0917,CIS JHA [Council Decision 2009/917/JHA],9,Criminal Justice & Fundamental Rights,keyword
32009F0315,Convention 2009/315/JHA,9,Criminal Justice & Fundamental Rights,hand
32009F0829,Council Framework Decision 2009/829/JHA,9,Criminal Justice & Fundamental Rights,hand
32009F0905,Convention 2009/905/JHA,9,Criminal Justice & Fundamental Rights,hand
32009L0013,Maritime Labour Convention Directive [Directive 2009/13/EC],11,Transport & Mobility,keyword
32009L0016,Port State Control Directive [Directive 2009/16/EC],11,Transport & Mobility,keyword
32009L0018,Directive 2009/18/EC,11,Transport & Mobility,hand
32009L0021,Directive 2009/21/EC,11,Transport & Mobility,keyword
32009L0022,Injunctions Directive [Directive 2009/22/EC],7,Consumer Rights & Internal Market,keyword
32009L0029,Directive 2009/29/EC,12,"Environment, Energy & Climate",keyword
32009L0031,CCS Directive [Directive 2009/31/EC],12,"Environment, Energy & Climate",keyword
32009L0032,Directive 2009/32/EC,13,"Health, Medicines & Life Sciences",keyword
32009L0038,European Works Councils Directive [Directive 2009/38/EC],7,Consumer Rights & Internal Market,keyword
32009L0040,Directive 2009/40/EC,11,Transport & Mobility,keyword
32009L0041,Directive 2009/41/EC,12,"Environment, Energy & Climate",keyword
32009L0042,Directive 2009/42/EC,11,Transport & Mobility,keyword
32009L0048,Toy Safety Directive [Directive 2009/48/EC],7,Consumer Rights & Internal Market,keyword
32009L0052,Employer Sanctions Directive [Directive 2009/52/EC],10,"Migration, Asylum & Border Management",keyword
32009L0054,Directive 2009/54/EC,13,"Health, Medicines & Life Sciences",hand
